timestamp,service_date,hospital_id,batch_id,data_source,is_anomalous,anomaly_domain,claim_volume,beneficiary_volume,provider_volume,duplicate_rate,null_rate,invalid_format_rate,logic_failure_rate,claim_amount_total,claim_amount_mean,claim_amount_median,processing_duration,throughput,failure_rate,pde_count,claim_pde_ratio,median_rx_cost,median_days_supply,backlog
2026-07-04T00:00:00,2026-07-04,HOSP-001,BATCH-20260704-HOSP-001,DEVELOPMENT_SIMULATION,False,,5148,4123,51,0.003042989210310263,0.018348220062975578,0.0018884312418829211,0.006198653673336828,6410771.62089945,1245.2936326533509,1120.764269388016,5267.333386782033,0.9773446300016835,0.0005669115595690295,,,,,
2026-07-04T00:00:00,2026-07-04,HOSP-002,BATCH-20260704-HOSP-002,DEVELOPMENT_SIMULATION,False,,4528,4282,57,0.004849789179768445,0.015035645916507284,0.0029889940235695417,0.008008783098167696,5460872.239061297,1206.0230209941026,1085.4207188946923,4461.962525512509,1.0148000961706656,0.00035078181781295027,,,,,
2026-07-04T00:00:00,2026-07-04,HOSP-003,BATCH-20260704-HOSP-003,DEVELOPMENT_SIMULATION,False,,4903,4028,51,0.002957811041110252,0.029713009082212014,0.001968221086046002,0.011721355474058785,5503452.70724931,1122.4663894043056,1010.219750463875,5927.891988486504,0.8271068382357323,0.0004310048194473279,,,,,
2026-07-04T00:00:00,2026-07-04,HOSP-004,BATCH-20260704-HOSP-004,DEVELOPMENT_SIMULATION,False,,5702,5019,56,0.0013611590802176331,0.026706049911784754,0.002283120259886943,0.006865185103998542,6899221.208372973,1209.965136508764,1088.9686228578878,6556.641231078257,0.8696525856825463,0.00011492904603507054,,,,,
2026-07-04T00:00:00,2026-07-04,HOSP-005,BATCH-20260704-HOSP-005,DEVELOPMENT_SIMULATION,False,,4224,3787,50,0.0016974657160199658,0.023818754762049317,0.0025469413852021497,0.014367299887367343,4904797.117872278,1161.1735601023386,1045.0562040921047,3982.3736241052147,1.0606739594778918,0.0009322242564507065,,,,,
2026-07-05T00:00:00,2026-07-05,HOSP-001,BATCH-20260705-HOSP-001,DEVELOPMENT_SIMULATION,False,,4821,4334,52,0.004268888800804864,0.021104016231989244,0.003118602313424026,0.007418522909004516,5910489.495107166,1225.9882794248424,1103.3894514823583,5088.767336236046,0.9473807076363404,0.0004142886171513948,,,,,
2026-07-05T00:00:00,2026-07-05,HOSP-002,BATCH-20260705-HOSP-002,DEVELOPMENT_SIMULATION,False,,5260,4907,51,0.004119502183430495,0.022840632923085753,0.0013365598599801953,0.006616287140946138,6431027.629756409,1222.6288269498875,1100.3659442548987,4812.090739859053,1.0930799696753153,0.0001913243885794289,,,,,
2026-07-05T00:00:00,2026-07-05,HOSP-003,BATCH-20260705-HOSP-003,DEVELOPMENT_SIMULATION,False,,5087,4597,43,0.0036078450380104023,0.014485386189211195,0.0038487168853901434,0.007372490874968001,6693777.571041066,1315.8595579007404,1184.2736021106664,5809.404791146101,0.8756490867623665,0.0008643010694447602,,,,,
2026-07-05T00:00:00,2026-07-05,HOSP-004,BATCH-20260705-HOSP-004,DEVELOPMENT_SIMULATION,False,,5411,4404,59,0.002470863212237734,0.015304047353634508,0.001975958573516334,0.014730105547524453,6968650.256926093,1287.8673548190895,1159.0806193371807,6170.876991289095,0.8768607780771276,0.0008153301731874836,,,,,
2026-07-05T00:00:00,2026-07-05,HOSP-005,BATCH-20260705-HOSP-005,DEVELOPMENT_SIMULATION,False,,6367,5563,50,0.001780971951192178,0.024449042305230102,0.0021230894497634234,0.005243159664314538,6958562.74648449,1092.9107501938888,983.6196751745,8037.00716415432,0.792210317840367,0.0009585357193023287,,,,,
2026-07-06T00:00:00,2026-07-06,HOSP-001,BATCH-20260706-HOSP-001,DEVELOPMENT_SIMULATION,False,,4888,3921,53,0.004713274250350901,0.018563682966346286,0.004866619276174678,0.014636199770892526,5644436.460829926,1154.753776765533,1039.2783990889798,5241.048058452845,0.9326378894993257,0.0008660230043651713,,,,,
2026-07-06T00:00:00,2026-07-06,HOSP-002,BATCH-20260706-HOSP-002,DEVELOPMENT_SIMULATION,False,,4536,4007,47,0.004744619096643124,0.023920595933499458,0.00328024468035746,0.005971764937707685,5469603.474687105,1205.8208718445999,1085.23878466014,5606.40867192302,0.8090740909981031,0.000766691755978784,,,,,
2026-07-06T00:00:00,2026-07-06,HOSP-003,BATCH-20260706-HOSP-003,DEVELOPMENT_SIMULATION,False,,5541,4731,55,0.0021743673770579734,0.026187223109570272,0.004240453578716723,0.013670723185801037,6662460.61839552,1202.3931814465836,1082.1538633019254,6131.552114425948,0.9036863581349113,0.0008184656610700976,,,,,
2026-07-06T00:00:00,2026-07-06,HOSP-004,BATCH-20260706-HOSP-004,DEVELOPMENT_SIMULATION,False,,5665,5208,54,0.0045600213672702655,0.016759903137030716,0.0025023318105597764,0.00593981939840869,6523041.550154813,1151.4636452170896,1036.3172806953808,6095.232523026787,0.9294149121626715,0.000588380171236819,,,,,
2026-07-06T00:00:00,2026-07-06,HOSP-005,BATCH-20260706-HOSP-005,DEVELOPMENT_SIMULATION,False,,5343,4298,41,0.0011493927549968577,0.026452011213193162,0.0024407625656450516,0.006270605126518848,7245311.109407297,1356.038014113288,1220.4342127019593,5248.507799973361,1.0180036314373238,0.0006606014282371002,,,,,
2026-07-07T00:00:00,2026-07-07,HOSP-001,BATCH-20260707-HOSP-001,DEVELOPMENT_SIMULATION,False,,6194,5547,59,0.0039043653348906464,0.02951704158925069,0.0030652013932047813,0.00822956472941246,7022889.46372246,1133.8213535231612,1020.439218170845,6628.038925419906,0.9345147289712985,0.00017061074320803935,,,,,
2026-07-07T00:00:00,2026-07-07,HOSP-002,BATCH-20260707-HOSP-002,DEVELOPMENT_SIMULATION,False,,5252,4523,54,0.001693177280283383,0.01312874085342172,0.0020009715926583814,0.010492266647061203,6798914.463633991,1294.5381690087568,1165.0843521078812,5416.325816241324,0.969661017114484,0.0009593787525968747,,,,,
2026-07-07T00:00:00,2026-07-07,HOSP-003,BATCH-20260707-HOSP-003,DEVELOPMENT_SIMULATION,False,,5188,4626,58,0.00267840024971116,0.01495461979002315,0.0024238907146050463,0.01257846110464369,6455853.519322263,1244.3819428146228,1119.9437485331605,5711.868935464951,0.9082841463304151,0.00018805074458590133,,,,,
2026-07-07T00:00:00,2026-07-07,HOSP-004,BATCH-20260707-HOSP-004,DEVELOPMENT_SIMULATION,False,,3379,2790,44,0.002735406596951892,0.01797009468794747,0.003463400392208866,0.011350936508676437,4011409.5356842326,1187.1587853460292,1068.4429068114264,4002.5457849539075,0.8442127040000648,0.000552822632722079,,,,,
2026-07-07T00:00:00,2026-07-07,HOSP-005,BATCH-20260707-HOSP-005,DEVELOPMENT_SIMULATION,False,,5202,4288,54,0.0012822749896017195,0.02284838556412631,0.0011060452421664873,0.010857755812734633,6301451.722999699,1211.3517345251248,1090.2165610726124,5535.517049902636,0.9397496120243181,0.0006789593965981179,,,,,
2026-07-08T00:00:00,2026-07-08,HOSP-001,BATCH-20260708-HOSP-001,DEVELOPMENT_SIMULATION,False,,6066,5709,40,0.002544410551203097,0.02922381127647828,0.004621402567824255,0.006957911347892964,6984129.884112638,1151.356723394764,1036.2210510552877,6147.5222954733545,0.9867389996237375,0.0008603877798725091,,,,,
2026-07-08T00:00:00,2026-07-08,HOSP-002,BATCH-20260708-HOSP-002,DEVELOPMENT_SIMULATION,False,,4688,4240,48,0.003515771387119536,0.027549440270541056,0.003940284175215543,0.013034809303848486,5236967.138879733,1117.1004989077928,1005.3904490170136,5601.934678257241,0.8368537423678839,0.0008261512653405376,,,,,
2026-07-08T00:00:00,2026-07-08,HOSP-003,BATCH-20260708-HOSP-003,DEVELOPMENT_SIMULATION,False,,4989,4269,50,0.004105651842967987,0.016816070805060354,0.004723029302414259,0.013584127518430116,6761521.74216624,1355.2859775839327,1219.7573798255394,5953.0139719759645,0.8380628742828261,0.00019281148195233935,,,,,
2026-07-08T00:00:00,2026-07-08,HOSP-004,BATCH-20260708-HOSP-004,DEVELOPMENT_SIMULATION,False,,5006,4625,54,0.002280198404122447,0.027910464569924007,0.0025568067149366524,0.005108376514802984,6169477.676055714,1232.4166352488442,1109.1749717239597,6395.281445590994,0.7827646120955652,0.0006160940993109575,,,,,
2026-07-08T00:00:00,2026-07-08,HOSP-005,BATCH-20260708-HOSP-005,DEVELOPMENT_SIMULATION,False,,4590,3873,60,0.0023146581814796636,0.023450369121540766,0.00400949811775072,0.012915790437258483,5187091.72065581,1130.0853421908082,1017.0768079717274,5180.053323321798,0.8860912646081766,0.0004973774512360393,,,,,
2026-07-09T00:00:00,2026-07-09,HOSP-001,BATCH-20260709-HOSP-001,DEVELOPMENT_SIMULATION,False,,4845,3961,54,0.0015719667282113434,0.025230212634349443,0.0034728722532650445,0.0060112267612279025,5932686.303702177,1224.4966571108723,1102.0469913997852,4466.320388796694,1.0847855904276784,0.0008396740533613206,,,,,
2026-07-09T00:00:00,2026-07-09,HOSP-002,BATCH-20260709-HOSP-002,DEVELOPMENT_SIMULATION,False,,4764,3871,51,0.004946558314004702,0.017485415915122406,0.0024825685882675637,0.013127995672575023,5400362.046009772,1133.5772556695576,1020.2195301026019,4606.3301023658005,1.0342289619133507,0.0007994322243346932,,,,,
2026-07-09T00:00:00,2026-07-09,HOSP-003,BATCH-20260709-HOSP-003,DEVELOPMENT_SIMULATION,False,,3981,3726,57,0.0014447899292246054,0.01985250208581718,0.0010454145790696763,0.009686606419941263,4905674.258870593,1232.271856033809,1109.0446704304281,4790.078771387029,0.8310928045233901,0.0006250318885874437,,,,,
2026-07-09T00:00:00,2026-07-09,HOSP-004,BATCH-20260709-HOSP-004,DEVELOPMENT_SIMULATION,False,,4945,4167,52,0.004474396512757842,0.014471916770389052,0.004852890157762446,0.0051215447468981636,5968443.242604585,1206.9652664518878,1086.2687398066992,6518.434797359822,0.7586176979177403,0.00016641690826185897,,,,,
2026-07-09T00:00:00,2026-07-09,HOSP-005,BATCH-20260709-HOSP-005,DEVELOPMENT_SIMULATION,False,,5236,4599,50,0.00351759455254105,0.02391497377969234,0.002818164259071093,0.011275580800840634,6739947.085386948,1287.2320636720679,1158.508857304861,4802.317099560984,1.0903070104384947,0.0003528668706330073,,,,,
2026-07-10T00:00:00,2026-07-10,HOSP-001,BATCH-20260710-HOSP-001,DEVELOPMENT_SIMULATION,False,,6094,5128,45,0.0017524846388950453,0.019273968098799645,0.0024134089121042113,0.01083656111850872,6147196.648501066,1008.7293482935781,907.8564134642204,7395.1543859181875,0.8240531139693529,0.0007162580552984914,,,,,
2026-07-10T00:00:00,2026-07-10,HOSP-002,BATCH-20260710-HOSP-002,DEVELOPMENT_SIMULATION,False,,5370,4632,57,0.004730913933416053,0.027321277790008168,0.0011808746804247577,0.00526366974497252,7077359.344827332,1317.9440120721288,1186.149610864916,6869.751560558029,0.7816876567751447,0.00023537520199317535,,,,,
2026-07-10T00:00:00,2026-07-10,HOSP-003,BATCH-20260710-HOSP-003,DEVELOPMENT_SIMULATION,False,,4143,3917,56,0.004368475692542835,0.026766574094222756,0.002874772639179881,0.009148195023376651,4926595.144467987,1189.1371335911144,1070.223420232003,5241.8694261001065,0.7903668831145125,0.0008316109082170698,,,,,
2026-07-10T00:00:00,2026-07-10,HOSP-004,BATCH-20260710-HOSP-004,DEVELOPMENT_SIMULATION,False,,5758,5422,51,0.004398589562709646,0.014946962034863953,0.002802176541240374,0.006291594151514949,6978866.224739712,1212.02956317119,1090.8266068540709,5684.45399304145,1.0129380952064315,0.0007045306159652711,,,,,
2026-07-10T00:00:00,2026-07-10,HOSP-005,BATCH-20260710-HOSP-005,DEVELOPMENT_SIMULATION,False,,4232,3457,56,0.0036862927823711985,0.020406154018075863,0.004089273566942557,0.010201635011119932,5150332.532510373,1216.997290290731,1095.2975612616578,4950.480316857947,0.8548665440782998,0.0008889882423925105,,,,,
2026-07-11T00:00:00,2026-07-11,HOSP-001,BATCH-20260711-HOSP-001,DEVELOPMENT_SIMULATION,False,,4489,3610,48,0.0040205490226944765,0.02240619102706929,0.0038163190723968943,0.007129641615089107,5861926.75214678,1305.8424486849588,1175.2582038164628,4619.639458738768,0.9717208539961614,0.0004937274298213561,,,,,
2026-07-11T00:00:00,2026-07-11,HOSP-002,BATCH-20260711-HOSP-002,DEVELOPMENT_SIMULATION,False,,4865,4267,53,0.004134612050964572,0.017930855646425402,0.003488346800911494,0.013623637087467451,5830839.567174103,1198.5281741365063,1078.6753567228557,4974.184122599406,0.9780498429675442,0.0005132221806144352,,,,,
2026-07-11T00:00:00,2026-07-11,HOSP-003,BATCH-20260711-HOSP-003,DEVELOPMENT_SIMULATION,False,,4996,4243,52,0.003533603417266903,0.014802912375563861,0.0013034533124346558,0.006288797219106492,6178352.483749986,1236.6598246096848,1112.9938421487163,4766.281182030515,1.048196656721713,0.0004111005549914769,,,,,
2026-07-11T00:00:00,2026-07-11,HOSP-004,BATCH-20260711-HOSP-004,DEVELOPMENT_SIMULATION,False,,4968,4471,54,0.0016892794848065193,0.013845780376173416,0.0011634744650659155,0.006689350630721645,5556460.060390279,1118.4500926711512,1006.6050834040361,4594.767125758635,1.0812299870757303,0.00020857228399054074,,,,,
2026-07-11T00:00:00,2026-07-11,HOSP-005,BATCH-20260711-HOSP-005,DEVELOPMENT_SIMULATION,False,,4282,3659,49,0.0030136690834194277,0.023807896572587306,0.0011572485593643958,0.012994103989090424,4838777.537477575,1130.0274492007416,1017.0247042806674,5443.263458443511,0.7866604349928762,0.0009287851604786319,,,,,
2026-07-12T00:00:00,2026-07-12,HOSP-001,BATCH-20260712-HOSP-001,DEVELOPMENT_SIMULATION,False,,4943,4552,48,0.003993038761534633,0.013690420387127547,0.0018373972933468413,0.00870472102791382,7105138.263762915,1437.4141743400596,1293.6727569060538,5152.743621695635,0.9592947685554335,0.0005162812445198331,,,,,
2026-07-12T00:00:00,2026-07-12,HOSP-002,BATCH-20260712-HOSP-002,DEVELOPMENT_SIMULATION,False,,5425,5068,45,0.0030467097684626645,0.02064226970530631,0.0014286880453591043,0.009474123668234545,5638502.871260267,1039.3553679742427,935.4198311768184,5444.604174746879,0.9963993388467417,0.00043955574679416037,,,,,
2026-07-12T00:00:00,2026-07-12,HOSP-003,BATCH-20260712-HOSP-003,DEVELOPMENT_SIMULATION,False,,4676,3824,44,0.00456210912295958,0.021871849071080973,0.0037164092765779584,0.012891712386073381,5202529.701728769,1112.6025880514903,1001.3423292463414,5245.074483784677,0.8915030691091252,0.0006281570062187913,,,,,
2026-07-12T00:00:00,2026-07-12,HOSP-004,BATCH-20260712-HOSP-004,DEVELOPMENT_SIMULATION,False,,4779,3914,57,0.0021351036231948978,0.0172616459279727,0.003583668965326405,0.010707783046689118,5066424.556471832,1060.1432426180859,954.1289183562773,4574.064298330221,1.0448038523954706,0.0002375732252658988,,,,,
2026-07-12T00:00:00,2026-07-12,HOSP-005,BATCH-20260712-HOSP-005,DEVELOPMENT_SIMULATION,False,,4674,3870,47,0.0021403806747753882,0.013467471905895097,0.004587061698505701,0.005802337456616422,4439010.199575081,949.7240478337785,854.7516430504007,6144.319282327848,0.7607026564266042,0.00020083501195124713,,,,,
2026-07-13T00:00:00,2026-07-13,HOSP-001,BATCH-20260713-HOSP-001,DEVELOPMENT_SIMULATION,False,,5195,4830,49,0.00426828828379712,0.015158056540898796,0.0016835503495602634,0.011686432199244309,6285603.132670483,1209.9332305429225,1088.9399074886303,5918.949881055631,0.877689472692998,0.00035198118429425576,,,,,
2026-07-13T00:00:00,2026-07-13,HOSP-002,BATCH-20260713-HOSP-002,DEVELOPMENT_SIMULATION,False,,4668,3961,52,0.002701745754465667,0.0201522075736891,0.001969638929660321,0.006148368247392035,4890061.179116247,1047.5709466830008,942.8138520147007,5399.461638498165,0.8645306351872486,0.00023892644374678209,,,,,
2026-07-13T00:00:00,2026-07-13,HOSP-003,BATCH-20260713-HOSP-003,DEVELOPMENT_SIMULATION,False,,6391,5162,41,0.0023464171127756824,0.012688293538779484,0.001253499881891071,0.01489960232389945,8312321.734368948,1300.629280921444,1170.5663528292996,6206.074182885771,1.0297975518282059,0.0007133524500015364,,,,,
2026-07-13T00:00:00,2026-07-13,HOSP-004,BATCH-20260713-HOSP-004,DEVELOPMENT_SIMULATION,False,,5264,4583,57,0.002647363656589074,0.016977365330859903,0.004718116576991303,0.013306194077877292,6406145.4953030925,1216.9729284390373,1095.2756355951337,5101.7437360329795,1.0318040796171366,0.00015984664063009975,,,,,
2026-07-13T00:00:00,2026-07-13,HOSP-005,BATCH-20260713-HOSP-005,DEVELOPMENT_SIMULATION,False,,5244,4857,57,0.0015590895065051582,0.0259053462371978,0.001806509280190978,0.006636559428657045,6499650.703463179,1239.4452142378298,1115.5006928140467,6048.419242050323,0.8670033921495103,0.0005707588822922074,,,,,
2026-07-14T00:00:00,2026-07-14,HOSP-001,BATCH-20260714-HOSP-001,DEVELOPMENT_SIMULATION,False,,5435,4667,48,0.004266397757886308,0.018782698171404367,0.0025077777176996303,0.009626797856696064,7093540.817605051,1305.1593040671667,1174.64337366045,5856.559631836503,0.9280192368323397,0.0003089914256321356,,,,,
2026-07-14T00:00:00,2026-07-14,HOSP-002,BATCH-20260714-HOSP-002,DEVELOPMENT_SIMULATION,False,,4880,4301,54,0.004625888443858188,0.02248475991827984,0.0014675921628334563,0.01439832123613475,5134449.9120594375,1052.141375422016,946.9272378798144,4790.234490159625,1.0187392725814939,0.0008146226703432664,,,,,
2026-07-14T00:00:00,2026-07-14,HOSP-003,BATCH-20260714-HOSP-003,DEVELOPMENT_SIMULATION,False,,5316,4965,61,0.004154388844898123,0.013033497594655023,0.002246888271182193,0.007484891398144657,7181794.4297035355,1350.9771312459623,1215.8794181213661,6657.357898014876,0.7985149786802286,0.0004078735738443167,,,,,
2026-07-14T00:00:00,2026-07-14,HOSP-004,BATCH-20260714-HOSP-004,DEVELOPMENT_SIMULATION,False,,5643,4641,47,0.001917005580930566,0.024445051367861324,0.0038801461461842974,0.011411476328852973,7004901.315889135,1241.3434903223701,1117.2091412901332,5770.440417020581,0.9779149583375507,0.00041112639415352746,,,,,
2026-07-14T00:00:00,2026-07-14,HOSP-005,BATCH-20260714-HOSP-005,DEVELOPMENT_SIMULATION,False,,4110,3572,57,0.0047891333584472616,0.013067028062321604,0.003344919328067189,0.01005888678884466,4848630.2037155675,1179.7153780329847,1061.7438402296864,5226.463249799211,0.7863826460767512,0.0009389064542352512,,,,,
2026-07-15T00:00:00,2026-07-15,HOSP-001,BATCH-20260715-HOSP-001,DEVELOPMENT_SIMULATION,False,,5891,5527,52,0.0038289545372535943,0.013050780858285227,0.0033051534406672526,0.011067150463828558,8007746.241753269,1359.3186626639397,1223.3867963975458,7363.420865958588,0.8000357588188863,0.0009330116616160987,,,,,
2026-07-15T00:00:00,2026-07-15,HOSP-002,BATCH-20260715-HOSP-002,DEVELOPMENT_SIMULATION,False,,4505,4269,49,0.004355592345783737,0.012493253624065337,0.004683367530469489,0.013698963620621282,6549680.341332737,1453.8691101737486,1308.4821991563738,4875.398139084755,0.9240270992197801,0.00014928547493982822,,,,,
2026-07-15T00:00:00,2026-07-15,HOSP-003,BATCH-20260715-HOSP-003,DEVELOPMENT_SIMULATION,False,,5535,4431,47,0.0023339966867645767,0.017963373871818865,0.0031495824117516915,0.014198556164127605,5928006.641993326,1071.0039100258946,963.9035190233052,6431.319886108621,0.860632047234249,0.0005069961468008265,,,,,
2026-07-15T00:00:00,2026-07-15,HOSP-004,BATCH-20260715-HOSP-004,DEVELOPMENT_SIMULATION,False,,4870,3998,42,0.0017055479460248934,0.019967355454789594,0.0026757017980181914,0.014148459010681,6370183.956205605,1308.045986900535,1177.2413882104815,5443.160308837635,0.8947008215232906,0.00011178501092950028,,,,,
2026-07-15T00:00:00,2026-07-15,HOSP-005,BATCH-20260715-HOSP-005,DEVELOPMENT_SIMULATION,False,,4491,4240,52,0.0015946509110124519,0.018292482474540475,0.0013413986723145755,0.014968742518459473,6544895.887639512,1457.335980324986,1311.6023822924874,4219.21802738202,1.0644152472932566,0.00077496442335926,,,,,
2026-07-16T00:00:00,2026-07-16,HOSP-001,BATCH-20260716-HOSP-001,DEVELOPMENT_SIMULATION,False,,5099,4236,49,0.0017627508826546664,0.010730993356961897,0.0028882677804399973,0.010648411332626163,6826838.098983644,1338.858226904029,1204.972404213626,5212.244562950273,0.9782733596663443,0.0004606867547877934,,,,,
2026-07-16T00:00:00,2026-07-16,HOSP-002,BATCH-20260716-HOSP-002,DEVELOPMENT_SIMULATION,False,,4411,3649,51,0.004447142484054069,0.028922309242672653,0.0024932372651190115,0.007707446731435537,4803324.994565023,1088.9424154534172,980.0481739080755,4248.818730269475,1.0381709082044643,0.0002405373376295713,,,,,
2026-07-16T00:00:00,2026-07-16,HOSP-003,BATCH-20260716-HOSP-003,DEVELOPMENT_SIMULATION,False,,5467,4395,56,0.0018878886477317978,0.014621495931761427,0.0036875709743949135,0.005197105377543642,6614384.316634331,1209.8745777637334,1088.8871199873602,5251.006952381696,1.041133643428207,0.0006874714970666872,,,,,
2026-07-16T00:00:00,2026-07-16,HOSP-004,BATCH-20260716-HOSP-004,DEVELOPMENT_SIMULATION,False,,4824,4035,48,0.003889067727422637,0.027113929362125713,0.004320879458267967,0.008971835296184547,5267295.05076581,1091.8936672400102,982.7043005160092,4986.451421006078,0.9674214371523344,0.0009067022366690079,,,,,
2026-07-16T00:00:00,2026-07-16,HOSP-005,BATCH-20260716-HOSP-005,DEVELOPMENT_SIMULATION,False,,5163,4456,43,0.0045706868443079,0.02634887123476882,0.002367269406791504,0.007594234334312925,6874930.248226078,1331.5766508282159,1198.4189857453944,5008.694326333583,1.030807564529371,0.0006617340170642207,,,,,
2026-07-17T00:00:00,2026-07-17,HOSP-001,BATCH-20260717-HOSP-001,DEVELOPMENT_SIMULATION,False,,5623,4866,39,0.0021778630381676708,0.028969066139243133,0.004054423176639043,0.006401131757664526,6726438.006826508,1196.2365297575152,1076.6128767817638,7120.757056931843,0.7896632275252501,0.0008198697303525837,,,,,
2026-07-17T00:00:00,2026-07-17,HOSP-002,BATCH-20260717-HOSP-002,DEVELOPMENT_SIMULATION,False,,4818,4048,49,0.0031665368586434677,0.022669564396522943,0.002031550741732809,0.006393560740728241,5160826.052432921,1071.1552620242676,964.0397358218408,4889.272421893533,0.9854226936559346,0.00011655160889272006,,,,,
2026-07-17T00:00:00,2026-07-17,HOSP-003,BATCH-20260717-HOSP-003,DEVELOPMENT_SIMULATION,False,,4185,3695,52,0.003605681553407457,0.026594836074144028,0.0018256850870424128,0.005109958286584805,5129148.443810357,1225.6029734313875,1103.0426760882488,4951.534322760486,0.8451925660220119,0.00069853300709163,,,,,
2026-07-17T00:00:00,2026-07-17,HOSP-004,BATCH-20260717-HOSP-004,DEVELOPMENT_SIMULATION,False,,4079,3580,43,0.0011878638671002201,0.013325667375121588,0.003952134465705482,0.005827986679251265,4309722.529895907,1056.5635032841155,950.907152955704,4456.476924857488,0.9152970090000951,0.0003598243630936299,,,,,
2026-07-17T00:00:00,2026-07-17,HOSP-005,BATCH-20260717-HOSP-005,DEVELOPMENT_SIMULATION,False,,5670,4788,45,0.0032656185611875887,0.01952100804398199,0.0036546846614505927,0.014368297393247579,6317311.138637252,1114.1642219818787,1002.7477997836908,5176.754338259892,1.0952808708913753,0.00033603763986984257,,,,,
2026-07-18T00:00:00,2026-07-18,HOSP-001,BATCH-20260718-HOSP-001,DEVELOPMENT_SIMULATION,False,,4712,4120,50,0.003387371395667557,0.016684877816339216,0.004083648814983288,0.006065982531337718,5739143.161304662,1217.984541872806,1096.1860876855253,5170.016805547832,0.9114090296464136,0.0007195621567849625,,,,,
2026-07-18T00:00:00,2026-07-18,HOSP-002,BATCH-20260718-HOSP-002,DEVELOPMENT_SIMULATION,False,,4221,3895,47,0.004197663515875917,0.02389392941708853,0.002088580548919851,0.01090230666869087,4758275.398084323,1127.2862824175131,1014.5576541757619,5400.8403772553,0.7815450383936557,0.00022313676782706525,,,,,
